PLFA_ID,proj_id,submit_proj_name,lab_proj_name,lims_site_id,lims_pedon_id,user_pedon_id,lay_id,natural_key,horizon_designation,lay_depth_to_top,lay_depth_to_bottom,lay_field_label1,lay_field_label2,lay_field_label3,clay_tot_psa,silt_tot_psa,sand_tot_psa,co3_cly,silt_f_psa,silt_c_psa,sand_vf_psa,sand_f_psa,sand_m_psa,sand_c_psa,sand_vc_psa,tex_psda,adod,caco3,ph_cacl2,ph_h2o,CKMnO4,PNitroBGlu,ag_stab,c_tot_ncs,n_tot_ncs,s_tot_ncs,estimated_organic_C,DSP_Pedon,user_site_id
WA-075-SW-PCFS3-1A-ASP9-1-0_5-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33279,39687,PCFS3-1A,195689,19N01472,Ap1,0,5,PCFS3-1A-1,ASP9-1,401,21.5,68.7,9.8,NA,30.5,38.2,8.3,1.2,0.2,0.1,0,sil,1.014,NA,4.6,5.1,1020.5,253,37,3.39,0.28,0.03,3.4,PCFS3-1A-ASP9,PCFS3-1A
WA-075-SW-PCFS31AASP9-2-5_10-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33279,39687,PCFS3-1A,195690,19N01473,Ap1,5,10,PCFS3-1A-2,ASP9-2,402,21.9,68.4,9.7,NA,30,38.4,8.5,0.9,0.2,0.1,0,sil,1.012,NA,4.2,5.2,876.5,84,32,2.61,0.23,0.02,2.6,PCFS3-1A-ASP9,PCFS3-1A
WA-075-SW-PCFS31AASP9-3-10_30-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33279,39687,PCFS3-1A,195691,19N01474,Ap2,10,30,PCFS3-1A-3,ASP9-3,403,22.6,66.8,10.6,NA,28.4,38.4,9.4,0.9,0.2,0.1,0,sil,1.013,NA,4.8,5.5,730.6,52,33,1.66,0.18,0.02,1.7,PCFS3-1A-ASP9,PCFS3-1A
WA-075-SW-PCFS31AASP9-4-30_63-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33279,39687,PCFS3-1A,195692,19N01475,A,30,63,PCFS3-1A-4,ASP9-4,404,20.7,68.1,11.2,NA,31.6,36.5,9.4,1.4,0.3,0.1,0,sil,1.014,NA,5.8,6.4,731.1,28,65,1.82,0.18,0.02,1.8,PCFS3-1A-ASP9,PCFS3-1A
WA-075-SW-PCFS31AASP95-63_104-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33279,39687,PCFS3-1A,195693,19N01476,AB,63,104,PCFS3-1A-5,ASP9-5,405,18.8,69.5,11.7,NA,33.2,36.3,9.4,1.9,0.3,0.1,0,sil,1.013,NA,6.2,6.8,658,20,59,1.53,0.13,0.02,1.5,PCFS3-1A-ASP9,PCFS3-1A
WA-075-SW-PCFS3-1B-ASP9-7-0_5-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33402,39688,PCFS3-1B,195694,19N01477,Ap1,0,5,PCFS3-1B-1,ASP9-6,407,20.9,67.8,11.3,NA,29.2,38.6,10.1,0.8,0.2,0.1,0.1,sil,1.013,NA,4.4,4.9,1022.8,147,34,3.09,0.27,0.02,3.1,PCFS3-1B-ASP9,PCFS3-1B
WA-075-SW-PCFS3-1B-ASP9-8-5_10-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33402,39688,PCFS3-1B,195695,19N01478,Ap1,5,10,PCFS3-1B-2,ASP9-7,408,20.6,69.2,10.2,NA,32.1,37.1,9,1,0.2,0,0,sil,1.013,NA,4.1,4.8,801.9,60,27,2.29,0.2,0.02,2.3,PCFS3-1B-ASP9,PCFS3-1B
WA-075-SW-PCFS31BASP9-9-10_33-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33402,39688,PCFS3-1B,195696,19N01479,Ap2,10,33,PCFS3-1B-3,ASP9-8,409,21.9,68.7,9.4,NA,30.3,38.4,8.3,0.8,0.1,0.1,0.1,sil,1.013,NA,4.9,5.6,584.9,59,33,1.61,0.17,0.02,1.6,PCFS3-1B-ASP9,PCFS3-1B
WA-075-SW-PCFS31BASP910-33_57-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33402,39688,PCFS3-1B,195697,19N01480,A,33,57,PCFS3-1B-4,ASP9-9,410,21.3,67.9,10.8,NA,29.2,38.7,9.1,1.4,0.2,0.1,0,sil,1.014,NA,5.9,6.5,437.8,28,59,1.3,0.15,0.01,1.3,PCFS3-1B-ASP9,PCFS3-1B
WA-075-SW-PCFS31BASP911-57_97-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33402,39688,PCFS3-1B,195698,19N01481,AB,57,87,PCFS3-1B-5,ASP9-10,411,17.4,71.6,11,NA,29.6,42,10.6,0,0.3,0.1,0,sil,1.013,NA,6.3,6.8,292,16,44,0.92,0.1,0.01,0.9,PCFS3-1B-ASP9,PCFS3-1B
WA-075-SW-PCFS31C-ASP9-14-0_5-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33403,39689,PCFS3-1C,195699,19N01482,Ap1,0,5,PCFS3-1C-1,ASP9-11,414,20.7,68.7,10.6,NA,30.1,38.6,9.6,0.9,0.1,0,0,sil,1.013,NA,4.6,5.2,1092.6,152,32,3.95,0.33,0.02,4,PCFS3-1C-ASP9,PCFS3-1C
WA-075-SW-PCFS31CASP9-15-5_10-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33403,39689,PCFS3-1C,195700,19N01483,Ap1,5,10,PCFS3-1C-2,ASP9-12,415,21.5,68.1,10.4,NA,30.5,37.6,9.2,0.9,0.2,0.1,0,sil,1.013,NA,4.1,4.8,656.2,37,25,1.91,0.18,0.02,1.9,PCFS3-1C-ASP9,PCFS3-1C
WA-075-SW-PCFS31CASP916-10_29-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33403,39689,PCFS3-1C,195701,19N01484,Ap2,10,29,PCFS3-1C-3,ASP9-13,416,23.5,67.8,8.7,NA,28.2,39.6,7.9,0.6,0.1,0.1,0,sil,1.013,NA,4.8,5.4,438.2,41,23,1.27,0.13,0.01,1.3,PCFS3-1C-ASP9,PCFS3-1C
WA-075-SW-PCFS31CASP9-17-29_51-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33403,39689,PCFS3-1C,195702,19N01485,A,29,51,PCFS3-1C-4,ASP9-14,417,26.7,64.3,9,NA,27,37.3,8.1,0.6,0.2,0.1,0,sil,1.015,NA,5.3,6,292.6,31,12,0.73,0.11,0.01,0.7,PCFS3-1C-ASP9,PCFS3-1C
WA-075-SW-PCFS31CASP918-51_82-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33403,39689,PCFS3-1C,195703,19N01486,AB,51,82,PCFS3-1C-5,ASP9-15,418,27.8,64.2,8,NA,27.1,37.1,7.3,0.4,0.1,0.2,0,sicl,1.017,NA,5.6,6.3,146.3,17,7,0.5,0.08,0.01,0.5,PCFS3-1C-ASP9,PCFS3-1C
WA-075-SW-CK-1A-ASP2-1-P1-0_5-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33404,39690,CK-1A,195704,19N01487,Ap1,0,5,CK-1A-1,ASP2-1,421,21.9,69.2,8.9,NA,31.7,37.5,7.7,1,0.1,0.1,0,sil,1.015,NA,4.4,5,951.6,133,23,2.79,0.26,0.02,2.8,CK-1A-ASP2,CK-1A
WA-075-SW-CK-1AASP2-2-P1-5_10-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33404,39690,CK-1A,195705,19N01488,Ap1,5,10,CK-1A-2,ASP2-2,422,22.1,69.2,8.7,NA,31.8,37.4,7.5,0.8,0.2,0.1,0.1,sil,1.015,NA,4.4,5,804.9,101,23,2.4,0.22,0.02,2.4,CK-1A-ASP2,CK-1A
WA-075-SW-CK1AASP2-3-P1-10_29-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33404,39690,CK-1A,195706,19N01489,Ap2,10,29,CK-1A-3,ASP2-3,423,23.3,68.1,8.6,NA,33.4,34.7,7.7,0.8,0.1,0,0,sil,1.015,NA,5,5.7,512.4,38,41,1.59,0.16,0.01,1.6,CK-1A-ASP2,CK-1A
WA-075-SW-CK1AASP2-4-P1-29_65-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33404,39690,CK-1A,195707,19N01490,A,29,65,CK-1A-4,ASP2-4,424,22.9,68.5,8.6,NA,32.3,36.2,7.8,0.6,0.1,0,0.1,sil,1.015,NA,6.1,6.5,146.1,30,23,0.62,0.1,0.01,0.6,CK-1A-ASP2,CK-1A
WA-075-SW-CK1AASP25-P1-65_88-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33404,39690,CK-1A,195708,19N01491,AB,65,88,CK-1A-5,ASP2-5,425,21.6,70.3,8.1,NA,32.5,37.8,7.3,0.6,0.1,0.1,0,sil,1.016,NA,6.3,6.8,73.3,19,8,0.45,0.06,0.01,0.5,CK-1A-ASP2,CK-1A
WA-075-SW-CK1B-ASP2-7-P2-0_5-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33405,39691,CK-1B,195709,19N01492,Ap1,0,5,CK-1B-1,ASP2-6,427,23.1,68.6,8.3,NA,31.9,36.7,7.2,0.9,0.1,0.1,0,sil,1.013,NA,4.5,5.1,873.9,80,20,2.58,0.22,0.02,2.6,CK-1B-ASP2,CK-1B
WA-075-SW-CK1B-ASP2-8-P2-5_10-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33405,39691,CK-1B,195710,19N01493,Ap1,5,10,CK-1B-2,ASP2-7,428,23.1,68.1,8.8,NA,32,36.1,7.7,0.9,0.1,0.1,0,sil,1.013,NA,4.4,5.3,876.2,76,20,2.51,0.21,0.02,2.5,CK-1B-ASP2,CK-1B
WA-075-SW-CK1BASP2-9-P2-10_32-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33405,39691,CK-1B,195711,19N01494,Ap2,10,32,CK-1B-3,ASP2-8,429,23.4,68.1,8.5,NA,32.9,35.2,7.6,0.8,0.1,0,0,sil,1.014,NA,5.1,5.9,510.7,31,33,1.42,0.16,0.01,1.4,CK-1B-ASP2,CK-1B
WA-075-SW-CK1BASP2-9-P2-32_77-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33405,39691,CK-1B,195712,19N01495,A,32,77,CK-1B-4,ASP2-9,430,22.6,69.8,7.6,NA,32.5,37.3,6.6,0.9,0.1,0,0,sil,1.013,NA,5.6,6.2,291.9,33,25,0.98,0.11,0.01,1,CK-1B-ASP2,CK-1B
WA-075-SW-CK1BASP2-9-P2-77_98-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33405,39691,CK-1B,195713,19N01496,AB,77,98,CK-1B-5,ASP2-10,431,22.2,70.3,7.5,NA,32,38.3,6.7,0.7,0,0,0.1,sil,1.013,NA,6.2,6.7,219.1,15,4,0.51,0.08,0.01,0.5,CK-1B-ASP2,CK-1B
WA-075-SW-CK1C-ASP2-13-P3-0_5-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33406,39692,CK-1C,195714,19N01497,Ap1,0,5,CK-1C-1,ASP2-11,433,22.8,68.6,8.6,NA,33.8,34.8,7.5,0.9,0.1,0.1,0,sil,1.014,NA,4.7,5.2,951.3,127,13,2.98,0.25,0.02,3,CK-1C-ASP2,CK-1C
WA-075-SW-CK1CASP2-14-P3-5_10-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33406,39692,CK-1C,195715,19N01498,Ap1,5,10,CK-1C-2,ASP2-12,434,23,68.6,8.4,NA,32.8,35.8,7.5,0.7,0.1,0.1,0,sil,1.014,NA,4.5,5.1,803,113,16,2.34,0.21,0.02,2.3,CK-1C-ASP2,CK-1C
WA-075-SW-CK1CASP215-P3-10_39-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33406,39692,CK-1C,195716,19N01499,Ap2,10,39,CK-1C-3,ASP2-13,435,23.2,67.4,9.4,NA,30.6,36.8,8.1,0.9,0.2,0.1,0.1,sil,1.014,NA,4.8,5.4,656.6,61,22,1.79,0.16,0.01,1.8,CK-1C-ASP2,CK-1C
WA-075-SW-CK1CASP216-P3-39_64-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33406,39692,CK-1C,195717,19N01500,A,39,64,CK-1C-4,ASP2-14,436,23.5,68.2,8.3,NA,32.5,35.7,7.1,0.8,0.1,0.1,0.2,sil,1.015,NA,5.4,6.1,584.2,52,7,1.61,0.14,0.01,1.6,CK-1C-ASP2,CK-1C
WA-075-SW-CK1CASP217-P3-64_89-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33406,39692,CK-1C,195718,19N01501,AB,64,89,CK-1C-5,ASP2-15,437,23.1,70.3,6.6,NA,40.1,30.2,5,0.6,0.2,0.2,0.6,sil,1.015,NA,5.7,6.4,510.9,22,8,1.03,0.11,0.01,1,CK-1C-ASP2,CK-1C
ID-057-SW-KUI-1AASP6-1-P1-0_5-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33407,39693,KUI-1A,195719,19N01502,Ap1,0,5,KUI-1A-1,ASP6-1,440,27.1,65.1,7.8,NA,32.5,32.6,6.9,0.7,0.1,0.1,0,sicl,1.017,NA,4.9,5.6,953.4,196,17,2.54,0.23,0.01,2.5,KUI-1A-ASP6,KUI-1A
ID-057-SW-KUI1AASP6-2-P1-5_10-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33407,39693,KUI-1A,195720,19N01503,Ap1,5,10,KUI-1A-2,ASP6-2,441,27.9,64.2,7.9,NA,32.5,31.7,6.8,0.9,0.1,0.1,0,sicl,1.017,NA,5,5.7,804.1,78,21,1.8,0.17,0.02,1.8,KUI-1A-ASP6,KUI-1A
ID-057-SW-KUI1AASP63-P1-10_28-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33407,39693,KUI-1A,195721,19N01504,Ap2,10,28,KUI-1A-3,ASP6-3,442,29.4,62.9,7.7,NA,31.7,31.2,6.9,0.6,0.1,0.1,0,sicl,1.018,NA,5.2,5.9,586.2,59,13,1.53,0.15,0.01,1.5,KUI-1A-ASP6,KUI-1A
ID-057-SW-KUI-1AASP6-4P1-28_48-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33407,39693,KUI-1A,195722,19N01505,A,28,48,KUI-1A-4,ASP6-4,443,28.6,63.6,7.8,NA,31.6,32,7,0.7,0.1,0,0,sicl,1.018,NA,6,6.5,439.6,22,9,0.62,0.09,0.01,0.6,KUI-1A-ASP6,KUI-1A
ID-057-SW-KUI-1AASP6-5P1-48_72-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33407,39693,KUI-1A,195723,19N01506,AB,48,72,KUI-1A-5,ASP6-5,444,30.4,62.6,7,NA,29.4,33.2,6.3,0.5,0.1,0.1,0,sicl,1.02,NA,6.3,6.7,220.3,70,1,0.44,0.08,0.01,0.4,KUI-1A-ASP6,KUI-1A
ID-057-SW-KUI-1B-ASP6-8-P2-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33408,39694,KUI-1B,195724,19N01507,Ap1,0,5,KUI-1B-1,ASP6-6,447,26.1,64.8,9.1,NA,33.6,31.2,8,1,0.1,0,0,sil,1.015,NA,5.1,5.8,878.2,62,22,2.52,0.22,0.01,2.5,KUI-1B-ASP6,KUI-1B
ID-057-SW-KUI-1B-ASP6-9-P2-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33408,39694,KUI-1B,195725,19N01508,Ap1,5,10,KUI-1B-2,ASP6-7,448,27.7,64.3,8,NA,33.1,31.2,7,0.8,0.1,0,0.1,sicl,1.015,NA,5.1,5.7,730.4,68,20,2.05,0.17,0.02,2.1,KUI-1B-ASP6,KUI-1B
ID-057-SW-KUI-1BASP6-10P2-10_33-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33408,39694,KUI-1B,195726,19N01509,Ap2,10,33,KUI-1B-3,ASP6-8,449,24.5,66.2,9.3,NA,35.1,31.1,8.1,1,0.1,0.1,0,sil,1.015,NA,5.6,6.2,584.7,36,28,1.61,0.14,0.01,1.6,KUI-1B-ASP6,KUI-1B
ID-057-SW-KUI-1BASP6-11P2-33_57-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33408,39694,KUI-1B,195727,19N01510,A,33,57,KUI-1B-4,ASP6-9,450,19.7,70,10.3,NA,38.2,31.8,9.2,1.1,0,0,0,sil,1.015,NA,6.2,6.7,437.9,18,33,1.18,0.14,0.01,1.2,KUI-1B-ASP6,KUI-1B
ID-057-SW-KUI-1BASP6-12P2-57_88-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33408,39694,KUI-1B,195728,19N01511,AB,57,88,KUI-1B-5,ASP6-10,451,22.6,68,9.4,NA,34.5,33.5,8.2,1,0.2,0,0,sil,1.014,NA,6.5,7,219,0,8,0.68,0.09,0,0.7,KUI-1B-ASP6,KUI-1B
ID-057-SW-KUI-1C-ASP6-15-P3-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33409,39695,KUI-1C,195729,19N01512,Ap1,0,5,KUI-1C-1,ASP6-11,454,24.9,66.9,8.2,NA,31.4,35.5,7.4,0.6,0.1,0.1,0,sil,1.014,NA,5.1,5.9,804.1,270,19,2.54,0.23,0.01,2.5,KUI-1C-ASP6,KUI-1C
ID-057-SW-KUI-1CASP6-16P3-10_33-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33409,39695,KUI-1C,195730,19N01513,Ap1,5,10,KUI-1C-2,ASP6-12,455,27.1,64.5,8.4,NA,31.8,32.7,7.5,0.7,0.1,0.1,0,sicl,1.015,NA,5.1,5.8,657,94,24,1.8,0.15,0.01,1.8,KUI-1C-ASP6,KUI-1C
ID-057-SW-KUI-1C-ASP6-17P3-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33409,39695,KUI-1C,195731,19N01514,Ap2,10,28,KUI-1C-3,ASP6-13,456,26.6,65,8.4,NA,31.8,33.2,7.6,0.7,0,0.1,0,sil,1.016,NA,5.2,5.9,657.8,99,28,1.79,0.17,0.01,1.8,KUI-1C-ASP6,KUI-1C
ID-057-SW-KUI-1CASP6-18P3-33_57-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33409,39695,KUI-1C,195732,19N01515,A1,28,61,KUI-1C-4,ASP6-14,457,20.9,69.6,9.5,NA,36.5,33.1,8.2,1,0.1,0.1,0.1,sil,1.016,NA,6.1,6.7,512.6,25,38,1.32,0.12,0.01,1.3,KUI-1C-ASP6,KUI-1C
ID-057-SW-KUI-1CASP6-19P3-57_88-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33409,39695,KUI-1C,195733,19N01516,A2,61,88,KUI-1C-5,ASP6-15,458,18.6,70.5,10.9,NA,38.2,32.3,9.2,1.3,0.2,0.1,0.1,sil,1.015,NA,6.5,7,437.8,17,34,0.96,0.12,0,1,KUI-1C-ASP6,KUI-1C
ID-057-SW-KUI-2A-BAU3-1-P1-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33410,39696,KUI-2A,195735,19N01517,Ap1,0,5,KUI-2A-1,BAU3-1,461,27.9,63,9.1,NA,30,33,8.4,0.6,0.1,0,0,sicl,1.018,NA,5.1,5.7,805.1,138,11,1.95,0.18,0.01,2,KUI-2A-BAU3,KUI-2A
ID-057-SW-KUI-2A-BAU3-2-P1-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33410,39696,KUI-2A,195736,19N01518,Ap1,5,10,KUI-2A-2,BAU3-2,462,28.7,63.6,7.7,NA,26.3,37.3,6.8,0.8,0.1,0,0,sicl,1.019,NA,5,5.7,732.7,67,15,1.62,0.15,0.01,1.6,KUI-2A-BAU3,KUI-2A
ID-057-SW-KUI-2A-BAU3-3P1-10_34-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33410,39696,KUI-2A,195737,19N01519,Ap2,10,34,KUI-2A-3,BAU3-3,463,28.1,64.9,7,NA,26.5,38.4,6.1,0.7,0.1,0.1,0,sicl,1.021,NA,5.8,6.4,588.5,31,23,1.03,0.09,0.01,1,KUI-2A-BAU3,KUI-2A
ID-057-SW-KUI-2A-BAU3-4P1-34_70-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33410,39696,KUI-2A,195738,19N01520,A,34,70,KUI-2A-4,BAU3-4,464,25.1,65.7,9.2,NA,28.2,37.5,8.2,0.7,0.2,0,0.1,sil,1.02,NA,6.4,7,330.5,19,15,0.58,0.07,0,0.6,KUI-2A-BAU3,KUI-2A
ID-057-SW-KUI-2B-BAU3-7-P2-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33411,39697,KUI-2B,195740,19N01521,Ap1,0,5,KUI-2B-1,BAU3-6,467,27.1,64.4,8.5,NA,28,36.4,7.7,0.7,0.1,0,0,sicl,1.018,NA,4.9,5.6,769.8,106,15,1.76,0.17,0.01,1.8,KUI-2B-BAU3,KUI-2B
ID-057-SW-KUI-2B-BAU3-8-P2-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33411,39697,KUI-2B,195741,19N01522,Ap1,5,10,KUI-2B-2,BAU3-7,468,29.2,62.6,8.2,NA,29.8,32.8,7.3,0.7,0.1,0.1,0,sicl,1.019,NA,5.1,5.8,660.7,50,14,1.44,0.1,0.01,1.4,KUI-2B-BAU3,KUI-2B
ID-057-SW-KUI-2B-BAU3-9P2-10_38-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33411,39697,KUI-2B,195742,19N01523,Ap2,10,38,KUI-2B-3,BAU3-8,469,31.4,62,6.6,NA,28.9,33.1,6,0.5,0.1,0,0,sicl,1.021,NA,5.9,6.4,368,25,18,0.86,0.09,0,0.9,KUI-2B-BAU3,KUI-2B
ID-057-SW-KUI-2BBAU3-10P2-38_75-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33411,39697,KUI-2B,195743,19N01524,A,38,75,KUI-2B-4,BAU3-9,470,29.2,63.7,7.1,NA,26.1,37.6,6.2,0.6,0.1,0.1,0.1,sicl,1.022,0,6.2,6.6,147,31,11,0.52,0.08,0,0.5,KUI-2B-BAU3,KUI-2B
ID-057-SW-KUI-2C-BAU3-13-P3-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33412,39698,KUI-2C,195745,19N01525,Ap1,0,5,KUI-2C-1,BAU3-11,473,27.2,64.5,8.3,NA,30.5,34,7.5,0.6,0.1,0.1,0,sicl,1.017,NA,5,5.7,733,171,16,1.91,0.15,0.01,1.9,KUI-2C-BAU3,KUI-2C
ID-057-SW-KUI-2C-BAU3-14P3-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33412,39698,KUI-2C,195746,19N01526,Ap1,5,10,KUI-2C-2,BAU3-12,474,27.3,64.3,8.4,NA,31.6,32.7,7.5,0.8,0.1,0,0,sicl,1.019,NA,5.1,5.8,660.3,73,20,1.43,0.15,0.01,1.4,KUI-2C-BAU3,KUI-2C
ID-057-SW-KUI-2CBAU3-15P3-10_33-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33412,39698,KUI-2C,195747,19N01527,Ap2,10,33,KUI-2C-3,BAU3-13,475,21.8,69,9.2,NA,32,37,8,1.1,0.1,0,0,sil,1.018,0,5.6,6.3,439,37,20,0.95,0.1,0.01,0.9,KUI-2C-BAU3,KUI-2C
ID-057-SW-KUI-2CBAU3-16P3-33_72-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33412,39698,KUI-2C,195748,19N01528,A,33,72,KUI-2C-4,BAU3-14,476,26,65.3,8.7,NA,32.4,32.9,7.8,0.8,0.1,0,0,sil,1.018,0,6.2,6.7,219.6,16,9,0.54,0.07,0,0.5,KUI-2C-BAU3,KUI-2C
WA-075-SW-CK-2A-BAU9-1-P1-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33413,39699,CK-2A,195750,19N01529,Ap1,0,5,CK-2A-1,BAU9-1,479,24.1,66.2,9.7,NA,28.6,37.6,8.9,0.6,0.2,0,0,sil,1.012,NA,NA,NA,728.8,163,16,1.79,0.15,0.01,1.8,CK-2A-BAU9,CK-2A
WA-075-SW-CK-2A-BAU9-2-P1-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33413,39699,CK-2A,195751,19N01530,Ap1,5,10,CK-2A-2,BAU9-2,480,25.2,65.1,9.7,NA,29.2,35.9,8.8,0.7,0.1,0.1,0,sil,1.013,0,NA,NA,583,81,8,1.36,0.12,0.01,1.3,CK-2A-BAU9,CK-2A
WA-075-SW-CK-2A-BAU9-3-P1-10_33-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33413,39699,CK-2A,195752,19N01531,Ap2,10,33,CK-2A-3,BAU9-3,481,27.8,63.1,9.1,NA,28.3,34.8,8.3,0.6,0.1,0.1,0,sicl,1.014,0,5.1,5.8,365,35,10,0.91,0.11,0,0.9,CK-2A-BAU9,CK-2A
WA-075-SW-CK-2A-BAU9-4-P1-33_68-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33413,39699,CK-2A,195753,19N01532,A,33,68,CK-2A-4,BAU9-4,482,28.7,61.2,10.1,NA,27.9,33.3,9.3,0.6,0,0.1,0.1,sicl,1.017,0,5.6,6.4,219.6,35,7,0.65,0.09,0,0.6,CK-2A-BAU9,CK-2A
WA-075-SW-CK-2A-BAU9-5-P1-68_89-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33413,39699,CK-2A,195754,19N01533,AB,68,89,CK-2A-5,BAU9-5,483,22.5,67.1,10.4,NA,27.6,39.5,9.3,0.8,0.2,0.1,0,sil,1.018,NA,6.1,6.6,146.5,26,3,0.49,0.06,0,0.5,CK-2A-BAU9,CK-2A
WA-075-SW-CK-2B-BAU9-8-P2-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33414,39700,CK-2B,195755,19N01534,Ap1,0,5,CK-2B-1,BAU9-6,486,25.7,62.7,11.6,NA,33.1,29.6,10.3,0.8,0.3,0.1,0.1,sil,1.012,0,4.6,5.1,729.3,186,15,1.74,0.17,0.01,1.7,CK-2B-BAU9,CK-2B
WA-075-SW-CK-2B-BAU9-9-P2-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33414,39700,CK-2B,195756,19N01535,Ap1,5,10,CK-2B-2,BAU9-7,487,24,65.7,10.3,NA,29.3,36.4,9.2,0.7,0.2,0.1,0.1,sil,1.011,0,4.5,5.1,655.4,121,8,1.54,0.14,0.01,1.6,CK-2B-BAU9,CK-2B
WA-075-SW-CK-2B-BAU9-10P2-10_31-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33414,39700,CK-2B,195757,19N01536,Ap2,10,31,CK-2B-3,BAU9-8,488,25.2,63.6,11.2,NA,28.1,35.5,10.2,0.7,0.1,0.1,0.1,sil,1.012,0,4.9,5.5,510.5,36,19,1.2,0.12,0.01,1.2,CK-2B-BAU9,CK-2B
WA-075-SW-CK-2B-BAU9-11-P231_60-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33414,39700,CK-2B,195758,19N01537,A,31,60,CK-2B-4,BAU9-9,489,24,64.7,11.3,NA,27.7,37,10.2,0.8,0.1,0.1,0.1,sil,1.013,0,5.9,6.5,365,22,15,0.85,0.09,0,0.8,CK-2B-BAU9,CK-2B
WA-075-SW-CK-2B-BAU9-12P2-60_83-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33414,39700,CK-2B,195759,19N01538,AB,60,83,CK-2B-5,BAU9-10,490,22.1,67.5,10.4,NA,29.5,38,9.4,0.8,0.1,0.1,0,sil,1.013,0,6,6.6,436.7,32,28,1.02,0.1,0,1,CK-2B-BAU9,CK-2B
WA-075-SW-CK-2C-BAU9-15-P3-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33415,39701,CK-2C,195760,19N01539,Ap1,0,5,CK-2C-1,BAU9-11,493,21.4,67.3,11.3,NA,29.6,37.7,10.4,0.7,0.1,0.1,0,sil,1.011,NA,4.6,5.2,655.9,195,11,1.74,0.16,0.01,1.7,CK-2C-BAU9,CK-2C
