dsp_pedon_id,dsp_plot_id,pedon_num,date_sampled,pedon_x,pedon_y,target_soil_name,soil_sampled_name,dspplotmgt_id,label_full,label,lu,till,trt,explanation,gen_state,site,project,soil,soc_stock_0_30cm,soc_stock_30_50cm,soc_stock_50_100cm,soc_stock_100cm,mat,map,climate,soc_pct,bulk_density,tn_pct,kssl_wsa,yoder_agg_stab_mwd,p_h,soil_respiration,bglucosidase,bglucosaminidase,alkaline_phosphatase,acid_phosphatase,phosphodiesterase,arylsulfatase,pox_c,ace
ASP6-2,ASP6,6,NA,-117.0822114,46.78188975,NA,Palouse,6,SHM - no-till,SHM,CROP,No-till,ASP6,ASP,AG-CROP,KU,WashingtonState,Palouse,49.3335,14.6505,34.451,98.435,8.233333587646484,611,cool_dry,2.225,0.7849999999999999,0.16999999999999998,35.07,11.6216291015,5.8,299.45,88.823021265,-0.17108677699999997,9.587166418,16.95536976,51.078245225,25.60601962,306.9,5.48245
ASP6-3,ASP6,6,NA,-117.0822114,46.78188975,NA,Palouse,6,SHM - no-till,SHM,CROP,No-till,ASP6,ASP,AG-CROP,KU,WashingtonState,Palouse,63.53040000000001,22.27,51.145599999999995,136.946,8.233333587646484,611,cool_dry,2.2800000000000002,1.06,0.17,35.465,48.56777088,5.5649999999999995,308,39.676900775,-0.0816998815,18.486340625,4.1319322419999995,58.18058345,66.21467851,254.64999999999998,5.3721499999999995
ASP9-1,ASP9,9,NA,-117.2000596,46.75757137,NA,Palouse,7,SHM - no-till,SHM,CROP,No-till,ASP9,ASP,AG-CROP,PCF,WashingtonState,Palouse,54.139695,41.21248,84.054048,179.406223,8.493000030517578,542,cool_dry,2.6281499999999998,0.78,0.206725,58.275,32.982708985,4.67,339.4,33.94415678,1.3524848405,5.946353989,71.85640671,6.3174817165,15.51724628,539.2,2.7329499999999998
ASP9-2,ASP9,9,NA,-117.2000596,46.75757137,NA,Palouse,7,SHM - no-till,SHM,CROP,No-till,ASP9,ASP,AG-CROP,PCF,WashingtonState,Palouse,53.69016,31.765282999999997,53.247420999999996,138.702864,8.493000030517578,542,cool_dry,2.3874,0.92,0.20178000000000001,56.785,14.065229784,4.609999999999999,216.8,14.337374754999999,8.130105504,7.131173687,57.027434282,39.19563627,92.473645785,617.85,6.8496500000000005
ASP9-3,ASP9,9,NA,-117.4236807,46.74504918,NA,Palouse,7,SHM - no-till,SHM,CROP,No-till,ASP9,ASP,AG-CROP,PCF,WashingtonState,Palouse,46.416561800000004,18.501876000000003,24.4086386,89.32707640000001,10.14466667175293,455,cool_dry,2.6189,0.825,0.205435,41.03,9.6594136195,4.85,296.6,15.452842535,64.880618355,22.215918799,17.733283855,22.51895178,5.4491282935,626.8,8.572849999999999
BAU3-1,BAU3,3,NA,-117.0822114,46.78188975,NA,Palouse,17,BAU,BAU,CROP,Till,BAU3,BAU,AG-CROP,KU,WashingtonState,Palouse,33.466,11.9144,24.352,69.7324,8.233333587646484,611,cool_dry,1.8499999999999999,0.74,0.14,15.344999999999999,7.4715239545,6.154999999999999,322.25,71.20730746999999,46.37995845499999,4.742263760499999,35.445638869999996,104.65019652500001,2.0914537595000002,245,4.0835
BAU3-2,BAU3,3,NA,-117.4236809,46.74504916,NA,Palouse,17,BAU,BAU,CROP,Till,BAU3,BAU,AG-CROP,KU,WashingtonState,Palouse,27.3875,14.3808,30.634999999999998,72.4033,10.14466667175293,455,cool_dry,1.54,0.6950000000000001,0.12,22.200000000000003,3.077655278,6.08,313.7,54.897328654999995,105.646118315,1.9257047365000002,42.259777191999994,72.9603591,42.102909683,165.6,3.4516
BAU3-3,BAU3,3,NA,-117.4236809,46.74504916,NA,Palouse,17,BAU,BAU,CROP,Till,BAU3,BAU,AG-CROP,KU,WashingtonState,Palouse,29.151999999999997,11.1633,18.2898,58.60509999999999,10.14466667175293,455,cool_dry,1.67,0.715,0.125,22.884999999999998,4.8449730075,6.265,310.85,14.612013560000001,114.658325765,4.954340800500001,6.4229427999999995,7.198790151500001,135.02271785,109.25,3.9217999999999997
BAU8-1,BAU8,8,NA,-117.4236809,46.74504916,NA,Palouse,18,BAU,BAU,CROP,Till,BAU8,BAU,AG-CROP,LYM,WashingtonState,Palouse,53.37673644444445,37.02663999999999,90.071128,180.47450444444445,10.14466667175293,455,cool_dry,2.136,NA,0.16418,50.095,1.9054323875,7.1850000000000005,159.7,79.89475052,87.375744375,30.351129485,44.056752685,49.0582940065,11.3972251725,192.15,6.02735
BAU8-2,BAU8,8,NA,-117.4236809,46.74504915,NA,Palouse,18,BAU,BAU,CROP,Till,BAU8,BAU,AG-CROP,LYM,WashingtonState,Palouse,54.436727999999995,36.18489925925926,110.99161863492063,201.6132458941799,10.14466667175293,455,cool_dry,1.9971999999999999,NA,0.15359,26.384999999999998,1.2403357475,6.845000000000001,182.5,68.12062003,75.2047130445,24.459161925,47.0407688985,74.55138783,9.978519482000001,156.95,11.7575
BAU8-3,BAU8,8,NA,-117.4236808,46.74504922,NA,Palouse,18,BAU,BAU,CROP,Till,BAU8,BAU,AG-CROP,LYM,WashingtonState,Palouse,73.04768044444445,32.7641,76.93807403571428,182.74985448015872,10.14466667175293,455,cool_dry,2.26965,NA,0.170525,29.604999999999997,3.736455648,6.96,191.05,100.518319665,105.56938826499999,37.241151720000005,4.2664737745,33.276262904999996,15.62215099,86.1,10.655650000000001
BAU9-1,BAU9,9,NA,-117.0822114,46.78188975,NA,Palouse,19,BAU,BAU,CROP,Till,BAU9,BAU,AG-CROP,CK,WashingtonState,Palouse,41.56136,23.907830999999998,44.7746808,110.2438718,8.233333587646484,611,cool_dry,1.3982,0.77,0.118705,22.82,2.0220584395,5.465,333.70000000000005,568.63065335,1740.1057979999998,1740.1057979999998,623.4734019,2186.524375,853.964334,155.75,4.3413
BAU9-2,BAU9,9,NA,-117.0822114,46.78188975,NA,Palouse,19,BAU,BAU,CROP,Till,BAU9,BAU,AG-CROP,CK,WashingtonState,Palouse,44.52716,19.4769037,31.1474473,95.151511,8.233333587646484,611,cool_dry,1.54145,0.79,0.12532500000000002,19.285,0.8609912265,5.65,245.3,90.00045004,35.459962865,13.4855709015,7.744793640999999,42.733395265000006,59.81360714,191.8,3.22675
BAU9-3,BAU9,9,NA,-117.0822114,46.78188975,NA,Palouse,19,BAU,BAU,CROP,Till,BAU9,BAU,AG-CROP,CK,WashingtonState,Palouse,41.465414814814814,21.000685925925925,36.773672366666666,99.23977310740742,8.233333587646484,611,cool_dry,1.6448,0.9299999999999999,0.13494499999999998,17.18,12.176884067500001,5.55,302.3,34.859222775,77.680211985,0.20797484,11.457718428,36.90724556,50.247576705,89.95,4.6851
PGL7-7a,PGL7,7,NA,-117.1998969,46.75739636,NA,Palouse,81,Ref - CRP,Ref,GRASS,Perennial,PGL7,PGL,ALT,PCF,WashingtonState,Palouse,36.84600909090909,10.9324675,15.861024866666664,63.63950145757576,8.493000030517578,542,cool_dry,1.76425,NA,0.147675,38.769999999999996,8.8645130405,6.645,213.95,93.79125938,15.0595760855,-1.468872936,20.622977868499998,35.544287887,21.004740274,310.45514965,NA
PGL7-7b,PGL7,7,NA,-117.1998969,46.75739636,NA,Palouse,81,Ref - CRP,Ref,GRASS,Perennial,PGL7,PGL,ALT,PCF,WashingtonState,Palouse,43.6852074,17.770506,21.730040100000004,83.1857535,8.493000030517578,542,cool_dry,2.2342,0.775,0.17585,56.47,8.0580940435,6.875,242.45,43.480682805,24.0759759925,-0.6996894855,27.43300163,7.00802232,34.547464590000004,375.25180205,NA
PGL7-7c,PGL7,7,NA,-117.1998969,46.75739636,NA,Palouse,81,Ref - CRP,Ref,GRASS,Perennial,PGL7,PGL,ALT,PCF,WashingtonState,Palouse,50.665328,28.2638008,43.81716546666666,122.74629426666667,8.493000030517578,542,cool_dry,2.3981,0.915,0.18388,54.11,21.66597553,7.325,245.3,44.499346890000005,37.101782774,-1.2981528595,8.218200068,30.45081609,40.0115198185,379.52650225,NA
PGL9-1,PGL9,9,NA,-117.20006,46.75757146,NA,Palouse,82,Ref - CRP,Ref,GRASS,Perennial,PGL9,PGL,ALT,PCF,WashingtonState,Palouse,54.139695,41.21248,84.054048,179.406223,8.493000030517578,542,cool_dry,2.6281499999999998,0.78,0.206725,58.275,47.49510094,4.67,339.4,33.94415678,1.3524848405,5.946353989,71.85640671,6.3174817165,15.51724628,539.2,16.05095
PGL9-2,PGL9,9,NA,-117.1998969,46.75739636,NA,Palouse,82,Ref - CRP,Ref,GRASS,Perennial,PGL9,PGL,ALT,PCF,WashingtonState,Palouse,53.69016,31.765282999999997,53.247420999999996,138.702864,8.493000030517578,542,cool_dry,2.3874,0.92,0.20178000000000001,56.785,20.253930893,4.609999999999999,216.8,14.337374754999999,8.130105504,7.131173687,57.027434282,39.19563627,92.473645785,617.85,8.92455
PGL9-3,PGL9,9,NA,-117.1998969,46.75739636,NA,Palouse,82,Ref - CRP,Ref,GRASS,Perennial,PGL9,PGL,ALT,PCF,WashingtonState,Palouse,46.416561800000004,18.501876000000003,24.4086386,89.32707640000001,8.493000030517578,542,cool_dry,2.6189,0.825,0.205435,41.03,13.9095556135,4.85,296.6,15.452842535,64.880618355,22.215918799,17.733283855,22.51895178,5.4491282935,626.8,9.1644
ALT-1,ALT,NA,NA,-92.85464,43.74984,NA,Marquis,1,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,UnivOfMinnesota,Marquis,108.33288285793449,25.228002282669,30.156622105389005,163.7175072459925,6.805333614349365,821,cool_dry,2.76755,1.3776153475,NA,4.795,2.16,NA,0.935,178.81,41.379999999999995,125.41,305.21500000000003,NA,149.125,615.495,5.25
ALT-2,ALT,NA,NA,-92.85499,43.74981,NA,Marquis,1,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,UnivOfMinnesota,Marquis,122.1820836136399,44.772888018458,80.194921025292,247.1498926573899,6.805333614349365,821,cool_dry,3.7575000000000003,1.0668719575,NA,8.545,2.08,NA,0.9450000000000001,197.695,43.144999999999996,155.59,294.26,NA,155.925,780.56,6.83
ALT-3,ALT,NA,NA,-92.85457,43.74953,NA,Marquis,1,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,UnivOfMinnesota,Marquis,78.5992743005331,20.9358172431512,28.755818091542004,128.2909096352263,6.805333614349365,821,cool_dry,2.5911,1.3281249605,NA,10.065000000000001,1.895,NA,0.7849999999999999,188.95,41.265,138.725,293.18,NA,161.37,622.825,6.0600000000000005
ALT-4,ALT,NA,NA,-92.85453,43.74922,NA,Readlyn,1,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,UnivOfMinnesota,Marquis,126.06495930472948,34.166472522994,31.2394114463403,191.47084327406378,6.805333614349365,821,cool_dry,3.26255,1.3952074429999999,NA,11.95,2.105,NA,0.8,188.95999999999998,42.15,190.375,329.95,NA,158.215,742.895,6.21
ALT-5,ALT,NA,NA,-92.85467,43.74899,NA,Readlyn,1,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,UnivOfMinnesota,Marquis,133.0502698870275,67.291302041188,31.4620472659444,231.8036191941599,6.805333614349365,821,cool_dry,3.3669000000000002,1.5022929655000001,NA,13.614999999999998,1.7850000000000001,NA,0.745,196.02499999999998,42.32,170.965,327.515,NA,174.625,674.31,6.215
ALT-6,ALT,NA,NA,-92.85419,43.74893,NA,Readlyn,1,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,UnivOfMinnesota,Marquis,106.01752023165879,37.2143084875996,49.276661769332,192.5084904885904,6.805333614349365,821,cool_dry,3.22385,1.2407554365,NA,13.004999999999999,1.94,NA,0.785,159.45,34.66,112.005,309.025,NA,144.765,601.4300000000001,6.855
ALT-7,ALT,NA,NA,-92.85348,43.74876,NA,Marquis,1,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,UnivOfMinnesota,Marquis,107.7506176001721,44.54059496248,67.6771690107276,219.9683815733797,6.805333614349365,821,cool_dry,3.1943,1.206162275,NA,20.270000000000003,2.0549999999999997,NA,0.665,167.09,32.86,119.42,325.475,NA,128.35999999999999,534.175,5.975
ALT-8,ALT,NA,NA,-92.85374,43.74855,NA,Marquis,1,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,UnivOfMinnesota,Marquis,106.86287011878278,28.2049459591446,26.683218467448004,161.75103454537538,6.805333614349365,821,cool_dry,3.1201,1.397461559,NA,18.245,2.285,NA,0.7050000000000001,184.865,40.375,133.97,299.28,NA,125.395,544.8,6.165
ALT-9,ALT,NA,NA,-92.85341,43.749,NA,Readlyn,1,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,UnivOfMinnesota,Marquis,109.9096779995024,52.1014413837536,77.342252521088,239.35337190434402,6.805333614349365,821,cool_dry,3.1111,1.393764809,NA,42.480000000000004,1.905,NA,0.6599999999999999,135.17000000000002,25.77,86.245,262.065,NA,130.76999999999998,521.2950000000001,6.535
CON-1,CON,NA,NA,-92.845294,43.74768,NA,Readlyn,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,92.4350116577712,26.800497767484003,29.805372226240003,149.0408816514952,6.805333614349365,821,cool_dry,2.81495,1.2371488515,NA,21.745,2.175,NA,0.6799999999999999,168.635,31.825000000000003,152.68,185.19,NA,93.49000000000001,548.71,4.925
CON-2,CON,NA,NA,-92.845601,43.747906,NA,Marquis,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,101.1391640105955,34.6922144022354,38.7275396506078,174.5589180634387,6.805333614349365,821,cool_dry,2.8493500000000003,1.2650770439999999,NA,4.9,2.665,NA,0.775,216.845,35.02,167.3,251.97000000000003,NA,131.14499999999998,606.065,6.44
CON-3,CON,NA,NA,-92.844985,43.747593,NA,Marquis,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,78.973040423399,18.530961745666,26.920257779297998,124.424259948363,6.805333614349365,821,cool_dry,2.80165,1.19267235,NA,3.785,1.785,NA,0.69,187.33999999999997,36.099999999999994,136.6,243.245,NA,106.6,557.325,5.744999999999999
CON-4,CON,NA,NA,-92.84107,43.750483,NA,Marquis,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,94.77531161971599,26.906501013448,26.0169036842,147.698716317364,6.757166862487793,827,cool_dry,2.9913999999999996,1.0673456035,NA,7.505,1.76,NA,0.685,199.56,30.575,185.675,272.515,NA,135.63,670.785,6.515000000000001
CON-5,CON,NA,NA,-92.84134,43.75062,NA,Marquis,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,88.8162916995271,25.948152878407996,31.6918302132662,146.45627479120128,6.757166862487793,827,cool_dry,3.0645499999999997,1.013602564,NA,8.645,1.605,NA,0.62,179.255,31.985,167.70499999999998,290.275,NA,133.575,622.5899999999999,5.47
CON-6,CON,NA,NA,-92.84078,43.75034,NA,Marquis,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,89.6224840401065,24.5964898589496,34.83005900411242,149.04903290316852,6.757166862487793,827,cool_dry,3.07315,1.223269886,NA,4.0649999999999995,2.16,NA,0.72,214.72,37.855000000000004,223.285,219.74,NA,136.925,702.86,5.845000000000001
CON-7,CON,NA,NA,-92.84329,43.75222,NA,Readlyn,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,82.092169353633,20.6480988382896,65.736158765407,168.47642695732958,6.757166862487793,827,cool_dry,2.6341,1.1610959465,NA,18.015,2.39,NA,0.735,195.525,37.305,181.745,247.245,NA,129.4,661.7750000000001,5.9399999999999995
CON-8,CON,NA,NA,-92.843677,43.75218,NA,Readlyn,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,74.84304604620169,25.4778672708027,46.2360812968943,146.5569946138987,6.757166862487793,827,cool_dry,2.65565,1.1861044585,NA,12.74,1.7149999999999999,NA,0.675,194.195,25.33,166.64499999999998,242.3,NA,108.43,607.1700000000001,4.765
CON-9,CON,NA,NA,-92.842882,43.752284,NA,Readlyn,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,110.959348470681,29.845264146172003,36.7952319897536,177.5998446066066,6.757166862487793,827,cool_dry,3.1721500000000002,1.3223566409999998,NA,12.809999999999999,1.685,NA,0.595,192.075,34.254999999999995,183.2,256.635,NA,134.26,763.25,5.35
REF-1,REF,NA,NA,-92.845067,43.746917,NA,Kenyon,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,132.3147771463199,76.33595062239999,127.19495487436602,335.8456826430859,6.805333614349365,821,cool_dry,5.5413499999999996,0.8800668725,NA,62.045,3.7350000000000003,NA,1.45,229.29000000000002,72.82,205.41500000000002,542.625,NA,473.355,795.9300000000001,13.280000000000001
REF-2,REF,NA,NA,-92.8454,43.7469,NA,Kenyon,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,128.3692585994445,92.94791160916802,150.95961531236242,372.27678552097495,6.805333614349365,821,cool_dry,5.37455,0.7929377875,NA,74.575,2.855,NA,1.455,229.23499999999999,61.56,239.81,573.87,NA,459.77,666.535,11.97
REF-3,REF,NA,NA,-92.84465,43.746883,NA,Kenyon,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,109.50066898473649,76.6075147261266,108.7644062962329,294.872590007096,6.805333614349365,821,cool_dry,5.17165,0.8433097595,NA,25.37,3.3100000000000005,NA,1.365,207.96499999999997,81.1,80.475,599.0550000000001,NA,389.925,720.72,14.715
REF-4,REF,NA,NA,-92.84395,43.746883,NA,Kenyon,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,122.8068613073142,63.838195005024005,66.3807865013312,253.02584281366939,6.805333614349365,821,cool_dry,5.8209,0.827380675,NA,90.535,3.365,NA,2.175,309.51,111.66499999999999,310.9,808.51,NA,488.395,856.645,16.66
REF-5,REF,NA,NA,-92.844333,43.7469,NA,Kenyon,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,126.231647295449,66.65199827501279,88.0612206869436,280.9448662574054,6.805333614349365,821,cool_dry,5.9291,0.876790891,NA,46.815000000000005,3.88,NA,1.615,224.175,74.945,208.77999999999997,662.1949999999999,NA,419.8,691.285,13.47
REF-6,REF,NA,NA,-92.8436,43.74685,NA,Kenyon,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,140.40212908795,84.7397441087407,77.73565141285161,302.8775246095423,6.805333614349365,821,cool_dry,6.3304,0.8594492279999999,NA,25.104999999999997,3.02,NA,1.705,239.44,80.565,238.625,658.77,NA,528.55,789.5799999999999,16.44
REF-7,REF,NA,NA,-92.843,43.74685,NA,Kenyon,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,100.43566715868299,75.36437927568099,130.231456800854,306.031503235218,6.805333614349365,821,cool_dry,5.5504,0.684680125,NA,39.765,3.0949999999999998,NA,1.4500000000000002,270.465,66.955,254.445,590.71,NA,481.07500000000005,887.99,16.22
REF-8,REF,NA,NA,-92.84325,43.7469,NA,Kenyon,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,134.0511857711255,69.4274197025456,85.62838215987401,289.10698763354515,6.805333614349365,821,cool_dry,6.07235,0.78019452,NA,19.055,3.295,NA,2.1950000000000003,244.91,103.685,262.36,673.04,NA,608.065,786.0550000000001,17.740000000000002
REF-9,REF,NA,NA,-92.84265,43.746867,NA,Kenyon,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,116.1184415883325,69.68660846553,60.3706605551813,246.1757106090438,6.805333614349365,821,cool_dry,6.0632,0.7590659425,NA,44.435,4.155,NA,1.875,237.61,56.725,233.10500000000002,599.14,NA,520.73,806.88,17.035
IL-019-SW-ARBRTM-001,IL-019-SW-ARBRTM,1,6/19/2020,-88.216396,40.0916401,Drummer,Drummer,31,Ref - Ref,Ref,FOREST,Perennial,Ref,Restored since 1990,Reference,Arboretum,Illinois,Drummer,123.5963896338173,32.84022497058,38.32264494129,194.7592595456873,11.226499557495117,1011,cool_wet,NA,1.260183423,NA,NA,1.46,6.6,0.336924822,265.12725,188.27450000000002,383.70345,221.4756,506.33230000000003,265.08275,732.7645,12.50115941
IL-019-SW-ARBRTM-002,IL-019-SW-ARBRTM,2,6/19/2020,-88.2161899,40.0918033,Drummer,Drummer,31,Ref - Ref,Ref,FOREST,Perennial,Ref,Restored since 1990,Reference,Arboretum,Illinois,Drummer,127.633380329148,37.967060822394004,36.3675000097,201.96794116124198,11.226499557495117,1011,cool_wet,4.98,1.094821756,0.41815,NA,1.6400000000000001,6.65,0.3355919865,417.52305,226.1268,494.29495,332.8057,507.09929999999997,381.99744999999996,872.6565,14.104571700000001
IL-019-SW-ARBRTM-003,IL-019-SW-ARBRTM,3,6/19/2020,-88.2159005,40.0914285,Drummer,Drummer,31,Ref - Ref,Ref,FOREST,Perennial,Ref,Restored since 1990,Reference,Arboretum,Illinois,Drummer,107.685057717326,42.026295231194,45.540782570575,195.25213551909502,11.226499557495117,1011,cool_wet,4.86875,1.1702025969999998,0.37695,NA,2.06,6.35,0.4676719575,456.8403,240.05345,443.9026,281.75055,481.41745000000003,518.3670999999999,874.181,17.2178592
IL-019-SW-RTHRML-001,IL-019-SW-RTHRML,1,1/8/2020,-88.0238,39.9295,Drummer,Drummer,32,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,AG-CROP,Rothermel,Illinois,Drummer,85.09009133592338,19.511623276729832,39.543476311169165,144.14519092382238,11.027999877929688,1022,cool_wet,2.7794,NA,0.24035,NA,1.6,6.1,NA,293.19,84.35,169.385,207.965,433.39,256.34000000000003,416.1485,6.6569057635
IL-019-SW-RTHRML-001A,IL-019-SW-RTHRML,1,11/18/2020,-88.0238,39.9295,Drummer,Drummer,32,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,AG-CROP,Rothermel,Illinois,Drummer,74.14806386379135,23.282758547417103,NA,NA,11.027999877929688,1022,cool_wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL-019-SW-RTHRML-002,IL-019-SW-RTHRML,2,1/8/2020,-88.0238,39.9295,Drummer,Drummer,32,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,AG-CROP,Rothermel,Illinois,Drummer,82.30804235537593,48.9077174774725,183.75616228864249,314.97192212149093,11.027999877929688,1022,cool_wet,2.4995000000000003,NA,0.20855,NA,1.2999999999999998,6.75,NA,228.67000000000002,25.095,216.37,238.59265,485.505,287.055,414.91200000000003,5.4107518845
IL-019-SW-RTHRML-003,IL-019-SW-RTHRML,3,1/8/2020,-88.0275783,39.9254322,Drummer,Flanagan,32,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,AG-CROP,Rothermel,Illinois,Drummer,135.4601988429834,35.171936791436664,45.206236299983324,215.8383719344034,11.027999877929688,1022,cool_wet,3.6209,NA,0.29565,NA,1.2,6.25,NA,274.53,35.6,236.885,171.97,386.395,203.115,601.8,7.619468489000001
IL-019-SW-RTHRML-004,IL-019-SW-RTHRML,4,1/8/2020,-88.0275783,39.9254322,Drummer,Flanagan,32,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,AG-CROP,Rothermel,Illinois,Drummer,81.06999439476117,24.8531590025885,34.0484426407825,139.97159603813216,11.027999877929688,1022,cool_wet,2.17085,NA,0.18435000000000001,NA,1.2000000000000002,6.1,NA,187.33,62.7,42.6575,68.415,226.16,94.375,341.581,6.7277702675
IL-019-SW-RTHRML-004A,IL-019-SW-RTHRML,4,11/18/2020,-88.027589,39.92541,Drummer,Flanagan,32,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,AG-CROP,Rothermel,Illinois,Drummer,92.60863428655026,39.75192767263214,NA,NA,11.027999877929688,1022,cool_wet,3.1639,NA,0.2608,NA,1.7,7.3,0.226399606,414.9837,90.84298,514.7767,400.8052,526.801,208.4556,936.0503,11.59481249
IL-115-SW-ETAL-001,IL-115-SW-ETAL,1,5/12/2020,-88.745608,39.895068,Drummer,Drummer,33,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Etal,Illinois,Drummer,97.59285424262751,52.100725654454,58.29558797160001,207.98916786868153,11.113166809082031,1005,cool_wet,2.57665,1.318653828,0.21910000000000002,NA,1.24,NA,0.17331654000000002,162.48865,99.60806,422.27205000000004,40.143,341.97605,171.1355,371.0145,6.096009705
